rankingWins,ranking wins
appearancesInLeague,appearances in league
appearancesInNationalTeam,appearances in national team
goalsInLeague,goals in league
goalsInNationalTeam,goals in national team
managerYears,manager years
nationalYears,national years
trainerClub,trainer club
trainerYears,trainer years
years,years
youthYears,youth years
swimmingStyle,Swimming style
australiaOpenDouble,australia open double
australiaOpenMixed,australia open mixed
australiaOpenSingle,australia open single
bestRankDouble,best rank double
bestRankSingle,best rank single
bronzeMedalDouble,bronze medal double
bronzeMedalMixed,bronze medal mixed
bronzeMedalSingle,bronze medal single
careerPrizeMoney,career prize money
davisCup,davis cup
finalLost,final lost
finalLostDouble,final lost double
finalLostSingle,final lost single
goldMedalDouble,gold medal double
goldMedalMixed,gold medal mixed
goldMedalSingle,gold medal single
plays,plays
racketCatching,racket catching
rankingsDoubles,doubles rankings
rankingsSingles,single rankings
rolandGarrosDouble,roland garros double
rolandGarrosMixed,roland garros mixed
rolandGarrosSingle,roland garros single
silverMedalDouble,silver medal double
silverMedalMixed,silver medal mixed
silverMedalSingle,silver medal single
titleDouble,title double
titleSingle,title single
usOpenDouble,us open double
usOpenMixed,us open mixed
usOpenSingle,us open single
wimbledonDouble,wimbledon double
wimbledonMixed,wimbledon mixed
wimbledonSingle,wimbledon single
block,block
spike,spike
choreographer,choreographer
currentPartner,current partner
formerChoreographer,former choreographer
formerCoach,former coach
formerPartner,former partner
hallOfFame,hall of fame
khlDraft,khl draft year
khlDraftTeam,khl draft team
khlDraftYear,khl draft year
lchfDraft,lchf draft year
lchfDraftTeam,lchf draft team
lchfDraftYear,lchf draft year
prospectLeague,prospect league
prospectTeam,prospect team
shoots,shoots
whaDraft,wha draft
whaDraftTeam,wha draft team
whaDraftYear,wha draft year
billed,billed
debut,debut
abbeychurchBlessing,abbey church blessing
abbeychurchBlessingCharge,abbey church blessing charge
consecration,consecration
reigningPope,reigning pope
ordination,Ordination
beatifiedBy,beatified by
beatifiedDate,beatified date
beatifiedPlace,beatified place
canonizedBy,canonized by
canonizedDate,canonized date
canonizedPlace,canonized place
iconographicAttributes,iconographic attributes
majorShrine,major shrine
suppreddedDate,suppredded date
veneratedIn,venerated in
defeatAsMgr,defeat as team manager
bowlRecord,bowl record
coachingRecord,coaching record
currentRecord,current record
overallRecord,overall record
tournamentRecord,tournament record
apprehended,apprehended
convictionPenalty,conviction penalty
criminalCharge,criminal charge
kindOfCriminal,kind of criminal
kindOfCriminalAction,kind of criminal action
motive,motive
brother,brother
father,father
son,son
uncle,uncle
codeIndex,code on index
codeListOfHonour,code on List of Honour
dutchNAIdentifier,Identifier for Duch National Archive
participatingIn,participates/participated in
army,army
command,command
militaryBranch,military branch
militaryCommand,military command
militaryFunction,military function
militaryRank,military rank
militaryUnit,military unit
noteOnPlaceOfBurial,note on place of burial
serviceEndDate,service end date
serviceEndYear,service end year
serviceNumber,service number
serviceStartDate,service start date
serviceStartYear,service start year
war,wars
coemperor,coemperor
heir,heir
regentOf,regent of
otherParty,other party
squadNumber,squad number
prefect,prefect
mayorMandate,mayorMandate
coronationDate,coronation date
academicAdvisor,academic advisor
doctoralAdvisor,doctoral advisor
doctoralStudent,doctoral student
notableStudent,notable student
aunt,aunt
daughter,daughter
mother,mother
sister,sister
dbnlCodeDutch,Digital Library code NL
artery,artery
branchFrom,branch from
branchTo,branch to
dorlandsId,DorlandsID
dorlandsPrefix,Dorlands prefix
dorlandsSuffix,Dorlands suffix
drainsFrom,drains from
drainsTo,drains to
grayPage,Gray page
graySubject,Gray subject
lymph,lymph
meshName,MeSH name
meshNumber,MeSH number
nerve,nerve
organSystem,organ system
precursor,precursor
vein,vein
supplies,supplies
brainInfoNumber,brain info number
brainInfoType,brain info type
component,component
isPartOfAnatomicalStructure,is part of anatomical structure
origo,origo
innervates,innervates
ecNumber,EC number
ensembl,ensemble
entrezgene,EntrezGene
hgncid,HGNCid
mgiid,mgiid
omim,OMIM id
refseqmrna,refseq mRNA
refseqprotein,refseq protein
symbol,Symbol
uniprot,UniProt
geneLocation,Gene Location
orthologousGene,Orthologous Gene
arm,arm
band,band
chromosome,chromosome
locusSupplementaryData,locus supplementary data
pdb,PDB ID
refseq,RefSeq
blazonCaption,Blazon caption
tempPlace,Temporary Placement in the Music Charts
aggregation,Aggregation
boilingPoint,boiling point
carcinogen,carcinogen
chEMBL,ChEMBL
chemSpiderId,ChemSpider Id
chemicalFormula,chemical formula
flashPoint,flash point
formula,formula
kegg,KEGG
lethalOnChickens,lethal when given to chickens
lethalOnMice,lethal when given to mice
lethalOnRabbits,lethal when given to rabbits
lethalOnRats,lethal when given to rats
molarMass,molar mass
molecularWeight,molecular weight
notSolubleIn,not soluble in
partitionCoefficient,Partition coefficient
pubchem,PubChem
solubility,solubility
solvent,solvent
solventWithBadSolubility,solvent with bad solubility
solventWithGoodSolubility,solvent with good solubility
solventWithMediocreSolubility,solvent with mediocre solubility
unNumber,UN number
vaporPressure,vapor pressure
inchi,The IUPAC International Chemical Identifier
inn,INN
smiles,SMILES
atomicNumber,atomic number
elementBlock,element block
elementGroup,element group
elementPeriod,element period
relativeAtomicMass,atomic weight
bioavailability,Bioavailability
chEBI,ChEBI
drugs.com,drugs.com
iupacName,IUPAC name
cmykCoordinateBlack,black coordinate in the CMYK space
cmykCoordinateCyanic,cyanic coordinate in the CMYK space
cmykCoordinateMagenta,magenta coordinate in the CMYK space
cmykCoordinateYellow,yellow coordinate in the CMYK space
hsvCoordinateHue,hue coordinate in the HSV colour space
hsvCoordinateSaturation,saturation coordinate in the HSV colour space
hsvCoordinateValue,value coordinate in the HSV colour space
rgbCoordinateBlue,bluecoordinate in the RGB space
rgbCoordinateGreen,green coordinate in the RGB space
rgbCoordinateRed,red coordinate in the RGB space
wavelength,wavelength
usingCountry,using country
powerOutput,power output
acceleration,acceleration
automobileModel,automobile model
blockAlloy,block alloy
co2Emission,CO2 emission
compressionRatio,compression ratio
configuration,configuration
coolingSystem,cooling system
cylinderBore,cylinder bore
displacement,displacement
endYearOfInsertion,end year of insertion
fuelConsumption,fuel consumption
fuelSystem,fuel system
headAlloy,head alloy
note,note
oilSystem,oil system
pistonStroke,piston stroke
redline,redline
startYearOfInsertion,start year of insertion
torqueOutput,torque output
valvetrain,valvetrain
musicians,musicians
numberOfMusicalArtistInstrument,number of all MuscialArtist playing the instrument
usedInWar,used in war
aoCloassification,AO
complications,complications
differentialDiagnosis,differential diagnosis
diseasesDB,DiseasesDB
diseasesDb,diseasesDb
eMedicineSubject,eMedicine subject
eMedicineTopic,eMedicine topic
geneReviewsId,geneReviewsId
geneReviewsName,geneReviewsName
gradName,GARDName
gradNum,GARDNum
icd1,ICD1
icd10,ICD10
icd9,ICD9
icdo,ICDO
medicalCause,medical cause
medicalDiagnosis,medical diagnosis
medicalSpecialty,medical specialty
medication,medication
meshId,MeSH ID
nciId,NCI
nord,NORD
orpha,ORPHA
symptom,symptoms
treatment,treatment
populationPlace,population place
totalPopulation,total population
causedBy,caused by
damage,damage amount
endDate,end date
endDateTime,end date and time
followingEvent,following event
nextEvent,next event
numberOfPeopleAttending,number of people attending
participant,participant
previousEvent,previous event
startDate,start date
startDateTime,start date and time
activeCases,Active Cases
confirmedCases,Confirmed Cases
fatalityRate,Fatality Rate
pendamicDeaths,Deaths
recoveryCases,Recovery Cases
severeCases,Severe Cases
suspectedCases,Suspected Cases
totalIliCases,Total Pandemic Cases
penaltiesTeamA,Penalties Team A
penaltiesTeamB,Penalties Team B
penaltyScore,penalty score
perpetrator,perpetrator
popularVote,Number of votes given to candidate
closingFilm,closing film
film,film
openingFilm,opening film
causalties,causalties
combatant,combatant
isPartOfMilitaryConflict,is part of military conflict
opponents,opponents
place,place of military conflict
result,result
strength,strength
booster,booster
cmpEvaDuration,CMP EVA duration
commandModule,command module
crewMember,crew member
crewSize,crew size
distanceTraveled,distance traveled
landingDate,landing date
landingSite,landing site
landingVehicle,landing vehicle
launchDate,launch date
launchPad,launch pad
launchSite,launch site
launchVehicle,launch vehicle
lunarEvaTime,lunar EVA time
lunarLandingSite,lunar landing site
lunarModule,lunar module
lunarOrbitTime,lunar orbit time
lunarRover,lunar rover
lunarSampleMass,lunar sample mass
lunarSurfaceTime,lunar surface time
missionDuration,mission duration
nextMission,next mission
numberOfOrbits,number of orbits
orbitalInclination,orbital inclination
previousMission,previous mission
satcat,SATCAT
serviceModule,service module
shuttle,shuttle
spacecraft,spacecraft
spacestation,spacestation
spacewalkBegin,spacewalk begin
spacewalkEnd,spacewalk end
stationEvaDuration,station EVA duration
stationVisitDuration,station visit duration
bronzeMedalist,bronze medalist
champion,champion
championInDouble,champion in double
championInDoubleFemale,champion in double female
championInDoubleMale,champion in double male
championInMixedDouble,champion in mixed double
championInSingle,champion in single
championInSingleFemale,champion in single female
championInSingleMale,champion in single male
goldMedalist,gold medalist
medalist,medalist
mostSuccessfulPlayer,most successful player
raceTrack,race track
silverMedalist,siler medalist
course,course
distanceLaps,distance laps
fastestDriver,fastest driver
fastestDriverCountry,fastest driver country
fastestDriverTeam,fastest driver team
firstDriver,first driver
firstDriverCountry,first driver country
firstDriverTeam,winning team
poleDriver,pole driver
poleDriverCountry,pole driver country
poleDriverTeam,pole driver team
secondDriver,second driver
secondDriverCountry,second driver country
secondTeam,second team
thirdDriver,third driver
thirdDriverCountry,third driver country
thirdTeam,third team
numberOfNewlyIntroducedSports,number of newly introduced sports
numberOfParticipatingAthletes,number of participating athletes
numberOfParticipatingFemaleAthletes,number of participating female athletes
numberOfParticipatingMaleAthletes,number of participating male athletes
numberOfParticipatingNations,number of participating nations
officialOpenedBy,official opened by
olympicOathSwornBy,olympic oath sworn by
olympicOathSwornByAthlete,olympic oath sworn by athlete
olympicOathSwornByJudge,olympic oath sworn by judge
torchBearer,torch bearer
firstWinner,first winner
mostWins,most wins
raceResult,race result
recentWinner,recent winner
soccerTournamentClosingSeason,closing season
soccerTournamentLastChampion,last champion
soccerTournamentMostSteady,most steady
soccerTournamentMostSuccesfull,most successfull
soccerTournamentOpeningSeason,opening season
soccerTournamentThisSeason,this season
soccerTournamentTopScorer,top scorer
brand,brand
promotion,promotion
flagCaption,flag caption
flagSize,flagSize
approximateCalories,approximate calories
carbohydrate,carbohydrate
complexity,complexity
creatorOfDish,creator of dish
fat,fat
glycemicIndex,glycemic index
ingredient,ingredient
ingredientName,ingredient name (literal)
maxTime,maximum preparation time
minTime,minimum preparation time
percentageFat,percentage of fat
productShape,product shape
protein,protein
servingSize,serving size
servingTemperature,serving temperature
taste,taste or flavour
typeOfGrain,type of grain (wheat etc.)
typeOfStorage,type of storage
typeOfYeast,type of yeast
discontinued,discontinued
percentageAlcohol,percentage of alcohol
geneLocationEnd,gene location end
geneLocationStart,gene location start
genomeDB,Genome DB
onChromosome,on chromosome
galicianSpeakersDate,galicianSpeakersDate
galicianSpeakersPercentage,galicianSpeakersPercentage
iso6391Code,ISO 639-1 code
iso6392Code,ISO 639-2 code
iso6393Code,ISO 639-3 code
languageCode,language code
languageFamily,family
numberOfSpeakers,number of speakers
silCode,SIL code
spokenIn,spoken in
assembly,assembly
dischargeAverage,discharge average
enginePower,engine power
engineType,engine type
introductionDate,introduction date
modelEndDate,model end date
modelEndYear,model end year
modelLineVehicle,type series
modelStartDate,model start date
modelStartYear,model start year
numberOfCrew,number of crew
numberOfLaunches,number of launches
numberOfSeats,number of seats
powerType,power type
range,range
rebuilder,rebuilder
relatedMeanOfTransportation,related mean of transportation
version,version
aircraftType,aircraft type
aircraftUser,aircraft user
ceiling,ceiling
gun,aircraft gun
numberBuilt,number built
productionYears,production years
programCost,program cost
unitCost,unit cost
wingArea,wing area
wingspan,wingspan
numberOfBombs,number of bombs
numberOfRockets,number of rockets
automobilePlatform,automobile platform
bodyStyle,body style
engine,engine
fuelCapacity,fuel capacity
layout,layout
numberOfDoors,number of doors
transmission,transmission
wheelbase,wheelbase
boiler,boiler
boilerPressure,boiler pressure
cylinderCount,cylinder count
comparable,comparable
countryOrigin,country origin
finalFlight,final flight
lowerEarthOrbitPayload,lower earth orbit payload
maidenFlight,maiden flight
rocketFunction,rocket function
rocketStages,number of rocket stages
unknownOutcomes,unknown outcomes
acquirementDate,date of acquirement
captureDate,capture date
christeningDate,date of christening
commissioningDate,commissioning date
decommissioningDate,decommissioning date
homeport,homeport
layingDown,laying down
maidenVoyage,maiden voyage
numberOfPassengers,number of passengers
orderDate,order date
recommissioningDate,recommissioning date
shipBeam,ship beam
shipCrew,crew
shipDisplacement,displacement
shipDraft,ship draft
shipLaunch,ship launched
contractAward,contract award
crews,crews
firstFlight,first flight
firstFlightEndDate,first flight end date
firstFlightStartDate,first flight start date
issDockings,iss dockings
lastFlight,last flight
lastFlightEndDate,last flight end date
lastFlightStartDate,last flight start date
mirDockings,mir dockings
missions,missions
satellitesDeployed,satellites deployed
nssdcId,NSSDC ID
cargoFuel,cargo fuel
cargoGas,cargo gas
cargoWater,cargo water
crew,crew
decay,decay
dockedTime,docked time
dryCargo,dry cargo
freeFlightTime,free flight time
inclination,inclination
launch,launch
regime,regime
rocket,rocket
targetSpaceStation,target space station station
totalCargo,total cargo
totalMass,total mass
locomotive,locomotive
wagon,train carriage
nameDay,name day
functionEndDate,function end date
functionEndYear,function end year
functionStartDate,function start date
functionStartYear,function start year
numberOfPersonInOccupation,number of person in one occupation
person,person
personName,personName
politician,politician
address,address
altitude,altitude
annualTemperature,annual temperature
areaCode,area code
areaDate,area date
areaLand,area land
areaOfCatchmentQuote,area of catchment quote
areaQuote,area quote
areaRank,area rank
areaTotal,area total
areaWater,area water
artificialSnowArea,artificial snow area
authorityMandate,authority mandate
averageDepth,average depth
averageDepthQuote,average depth quote
avifaunaPopulation,avifauna population
biggestCity,biggest city
bioclimate,bioclimate
bird,bird
blackLongDistancePisteNumber,long distance piste number
blackSkiPisteNumber,black ski piste number
blueLongDistancePisteNumber,blue long distance piste number
blueSkiPisteNumber,blue ski piste number
budgetYear,budget year
cableCar,cable car
cannonNumber,cannon number
capitalCoordinates,capital coordinates
cityLink,city link
climate,climate
climbUpNumber,clip up number
closeTo,is close to
coastLength,length of a coast
codeMunicipalMonument,monument code (municipal)
codeNationalMonument,monument code (national)
codeProvincialMonument,monument code (provinciall)
countryCode,country code
currencyCode,currency code
dateAgreement,date of an agreement
daylightSavingTimeZone,daylight saving time zone
depth,depth
depthQuote,depth quote
depths,depths
district,district
eastPlace,east place
elevation,elevation
elevationQuote,elevation quote
endPoint,end point
endangeredSince,endangered since
eventDate,event date
fauna,fauna
flora,flora
flower,flower
foresterDistrict,foresterDistrict
frontierLength,length of a frontier
geolocDual,geolocdual
geologicPeriod,geologic period
governingBody,governing body
greenLongDistancePisteNumber,green long distance piste number
greenSkiPisteNumber,green ski piste number
gridReference,grid reference
grossDomesticProductPerPeople,gross domestic product per people
grossDomesticProductRank,gross domestic product rank
hasInsidePlace,has inside place
hasOutsidePlace,has outside place
heritageRegister,heritage register
highestAltitude,highest altitude
historicalMap,historical map
historicalName,historical name
humanDevelopmentIndexRank,human development index rank
information,information
informationName,information name
isRouteStop,is route stop
iso31661Code,ISO 3166-1 code
isoCode,iso code of a place
kindOfCoordinate,kind of coordinate
kindOfRock,kind of rock
lake,vastest lake
land,land
landArea,area of a land
landPercentage,land percentage of a place
lawCountry,law country
lengthQuote,length quote
limit,limit
linkedSpace,linked space
locatedInArea,located in area
longDistancePisteKilometre,long distance piste kilometre
longDistancePisteNumber,long distance piste number
lowest,lowest
lowestAltitude,lowest altitude
lowestMountain,lowest mountain
lowestPlace,lowest place
lowestPosition,lowest position
mainIsland,main island
map,map
mapCaption,map caption
mapDescription,map description
maximumArea,maximum area
maximumAreaQuote,maximum area quote
maximumDepth,maximum depth
maximumDepthQuote,maximum depth quote
maximumElevation,maximum elevation
mayorArticle,mayor article
mergerDate,merger date
minimumArea,minimum area
minimumAreaQuote,minimum area quote
minimumElevation,minimum elevation
municipalityCode,municipality code
namedByLanguage,named by language
nationalTopographicSystemMapNumber,National Topographic System map number
nearestCity,nearest city
neighbourRegion,neighbour region
nextEntity,next entity
northEastPlace,north-east place
northPlace,north place
northWestPlace,north-west place
numberOfIsland,number of islands
numberOfPersonBornInPlace,number of entities of Person class born in the place
numberOfSoccerPlayersBornInPlace,number of SoccerPlayers born in Place
nutsCode,NUTS code
output,output
parliamentType,parliament type
perimeter,perimeter
pisciculturalPopulation,piscicultural population
plant,plant
politicalLeader,political leader
populationQuote,population quote
presidentGeneralCouncilMandate,mandate of the president of the general council
presidentRegionalCouncilMandate,mandate of the president council of the regional council
previousEntity,previous entity
protectionStatus,monument protection status
province,province
provinceLink,province link
quote,quote
rankAgreement,rank of an agreement
redLongDistancePisteNumber,red long distance piste number
redSkiPisteNumber,red ski piste number
refcul,reference for cultural data
refgen,reference for general data
refgeo,reference for geographic data
refpol,reference for politic data
regency,regency
regionLink,region link
regionType,region type
regionalPrefecture,regional prefecture
relatedPlaces,related places
relief,relief
representative,number of representatives
retentionTime,relation time
river,river
route,route
scale,scale
sea,sea
settlement,settlement
skiLift,ski lift
skiPisteKilometre,ski piste kilometre
skiPisteNumber,ski piste number
skiTow,ski tow
snowParkNumber,snow park number
southEastPlace,south-east place
southPlace,south place
southWestPlace,south-west place
sovereignCountry,sovereign country
startPoint,start point
statusYear,status year
subPrefecture,subprefecture
subdivisionLink,subdivision link
subregion,subregion
subsystem,subsystem
subsystemLink,subsystem link
supply,supply
timeZone,time zone
tree,tree
typeCoordinate,type coordinate
unesco,unesco
unloCode,UN/LOCODE
utcOffset,UTC offset
vehicleCode,vehicle code
volumeQuote,volume quote
water,water
waterArea,area of water
waterPercentage,water percentage of a place
westPlace,west place
wholeArea,whole area
widthQuote,width quote
yearOfConstruction,year of construction
architect,architect
architectualBureau,architectual bureau
architecturalStyle,architectural style
buildingEndYear,building end year
buildingStartYear,building start year
construction,construction
constructionMaterial,construction material
currentlyUsedFor,currently used for
demolitionDate,demolition date
demolitionYear,demolition year
features,features
initiallyUsedFor,initally used for
maintainedBy,maintained by
rebuildingDate,rebuilding date
rebuildingYear,rebuilding year
reopeningDate,reopening date
reopeningYear,reopening year
tenant,tenant
visitorStatisticsAsOf,visitor statistics as of
visitorsPerDay,visitors per day
visitorsPerYear,visitors per year
visitorsPercentageChange,visitor percentage change
visitorsTotal,visitors total
buildingType,buildingType
elevatorCount,elevator count
floorArea,floor area
floorCount,floor count
numberOfRooms,number of rooms
seatingCapacity,seating capacity
security,security
space,space
structuralSystem,structural system
towerHeight,tower height
workArea,work area
pastor,pastor
bedCount,bed count
numberOfParkingSpaces,number of parking spaces
numberOfRestaurants,number of restaurants
numberOfSuites,number of suites
starRating,star rating
collection,collection
curator,curator
museumType,museumType
bishopric,bishopric
cemetery,cemetery
eparchy,eparchy
organ,organ
relics,relics
enshrinedDeity,enshrined deity
mainBuilding,main building
chef,chef
dressCode,dress code
headChef,head chef
reservations,reservations
numberOfStores,number of sores
cityRank,city rank
continentRank,continent rank
contractor,contractor
countryRank,country rank
highestBuildingInYear,highest building in year
roofHeight,roof height
topFloorHeight,top floor height
currentProduction,current production
caterer,caterer
iataLocationIdentifier,IATA Location Identifier
numberOfTracks,number of tracks
passengersPerDay,passengers per day
passengersPerYear,passengers per year
previousInfrastructure,previous infrastructure
road,road
subsequentInfrastructure,subsequent infrastructure
airportUsing,Different usage of an airport
faaLocationIdentifier,FAA Location Identifier
icaoLocationIdentifier,ICAO Location Identifier
locationIdentifier,Location Identifier
runwayDesignation,designation of runway
runwayLength,length of runway
runwaySurface,surface of runway
runwayWidth,width of runway
associatedRocket,associated rocket
firstLaunchDate,first launch date
firstLaunchRocket,first launch rocket
lastLaunchDate,last launch date
lastLaunchRocket,last launch rocket
launches,launches
maximumInclination,maximum inclination
minimumInclination,minimum inclination
numberOfPads,number of pads
averageAnnualGeneration,average annual gross power generation
capacityFactor,capacity factor
fuelTypeName,fuel type
generationUnits,generation units
installedCapacity,installed capacity
otherFuelType,secondary/other fuel type
primaryFuelType,primary fuel type
numberOfReactors,number of reactors
fillingStation,filling station
parkingLotsCars,number of parking lots for cars
parkingLotsTrucks,number of parking lots for trucks
lengthReference,length reference
lineLength,line length
numberOfLanes,number of lanes
numberOfStations,number of stations
railGauge,rail gauge
railwayRollingStock,railway rolling stock
routeDirection,route direction
routeEnd,route end
routeEndDirection,road end direction
routeEndLocation,route end location
routeJunction,route junction
routeNumber,route number
routeStart,route start
routeStartDirection,road start direction
routeStartLocation,route start location
routeTypeAbbreviation,route type abbreviation
speedLimit,speed limit
toll,toll
trackLength,track length
trackWidth,track width
typeOfElectrification,type of electrification
vehiclesPerDay,vehicles per day
voltageOfElectrification,voltage of electrification
bridgeCarries,bridge carries
crosses,crosses
loadLimit,load limit
mainspan,mainspan
numberOfPiersInWater,number of piers in water
numberOfSpans,number of spans
unitedStatesNationalBridgeId,United States National Bridge ID
railwayLineUsingTunnel,railway line using tunnel
addressInRoad,address in road
beltwayCity,beltway city
highwaySystem,highway system
ruralMunicipality,rural municipality
spurOf,spur of
spurType,spur type
meetingRoad,meeting road
waterwayThroughTunnel,waterway through tunnel
agencyStationCode,agency station code
availableSmartCard,available smart card
bicycleInformation,bicycle information
canBaggageChecked,can baggage checked
fareZone,fare zone
isHandicappedAccessible,is handicapped accessible
numberOfPlatformLevels,number of platform levels
otherServingLines,other serving lines
parkingInformation,parking information
passengersUsedSystem,passengers used system
railwayPlatforms,railway platforms
servingRailwayLine,serving railway line
stationStructure,station structure
yearOfElectrification,year of electrification
routeActivity,route activity
routeLine,line
routeNext,route next stop
routePrevious,route previous stop
ableToGrind,able to grind
grindingCapability,grinding capability
millSpan,mill span
millType,mill type
millsCodeBE,mill code BE
millsCodeDutch,mill code NL
millsCodeNL,mill code NL
millsCodeNLVerdwenen,mill dissapeared code NL
millsCodeNLWindmotoren,millsCodeNLWindmotoren
dateUnveiled,date unveiled
groupCommemorated,group commemorated
inCemetery,in cemetery
codeMemorial,memorial ID number
numberOfHoles,number of holes
numberOfTurns,number of turns
numberOfLifts,number of lifts
numberOfTrails,number of trails
linkedTo,linked to
massif,massif
absoluteMagnitude,absolute magnitude
apoapsis,apoapsis
apofocus,apofocus
constellation,constellation
discovered,discovery date
maxAbsoluteMagnitude,maximum absolute magnitude
maxApparentMagnitude,maximum apparent magnitude
messierName,Messier name
ngcName,NGC name
orbitalEccentricity,orbital eccentricity
periapsis,periapsis
perifocus,perifocus
rightAscension,right ascension
stellarClassification,stellar classification
vonKlitzingConstant,von Klitzing electromagnetic constant (RK)
declination,declination
neighbourConstellations,neighbour constellations
numberOfStars,number of stars
cluster,cluster
definition,definition
explorer,explorer
notableFeatures,notable features
albedo,albedo
apparentMagnitude,apparent magnitude
detectionMethod,Method of discovery
epoch,epoch
escapeVelocity,escape velocity
maximumTemperature,maximum temperature
meanRadius,mean radius
meanTemperature,mean temperature
minimumTemperature,minimum temperature
orbitalPeriod,orbital period
rotationPeriod,rotation period
satellite,satellite
surfaceArea,surface area
surfaceGravity,surface gravity
radius_ly,Radius_ly
v_hb,V_hb
credit,credit
dec,dec
dist_ly,dist_ly
dist_pc,dist_pc
names,names
ra,ra
size_v,size_v
numberOfGraves,number of graves
gasChambers,gas chambers
liberationDate,date of liberation
numberOfDeaths,number of deaths
eventDescription,event description
nrhpReferenceNumber,NRHP Reference Number
nrhpType,NRHP type
numberOfVisitorsAsOf,number of visitors as of
frozen,frozen
inflow,inflow
island,island
outflow,outflow
shoreLength,shore length
areaOfCatchment,area of catchment
discharge,discharge
sourceCountry,source country
watershed,watershed
dateAct,date act
dateClosed,date closed
dateCompleted,date completed
dateConstruction,date construction
dateExtended,date extended
dateUse,date use
hasJunctionWith,has junction with
maximumBoatBeam,maximum boat beam
maximumBoatLength,maximum boat length
originalEndPoint,original end point
originalMaximumBoatBeam,original maximum boat beam
originalMaximumBoatLength,original maximum boat length
originalStartPoint,original start point
principalEngineer,principal engineer
leftTributary,left tributary
mouthCountry,mouth country
mouthDistrict,mouth district
mouthMountain,mouth mountain
mouthPlace,mouth place
mouthPosition,mouth position
mouthRegion,mouth region
mouthState,mouth state
rightTributary,right tributary
riverBranch,branch
riverBranchOf,branch of
riverMouth,river mouth
sourceConfluence,source confluence
sourceConfluenceCountry,source confluence country
sourceConfluenceMountain,source confluence mountain
sourceConfluencePlace,source confluence place
sourceConfluencePosition,source confluence position
sourceConfluenceRegion,source confluence region
sourceConfluenceState,source confluence state
numberOfEntrances,number of entrances
alpsGroup,Alps group
alpsMainPart,Alps main part
alpsMajorSector,Alps major sector
alpsSection,Alps section
alpsSoiusaCode,Alps SOIUSA code
alpsSubgroup,Alps subgroup
alpsSubsection,Alps subsection
alpsSupergroup,Alps supergroup
firstAscentPerson,person that first ascented a mountain
firstAscentYear,year of first ascent
mountainRange,mountain range
parentMountainPeak,parent mountain peak
highest,highest
eruptionYear,eruption date
administrativeHeadCity,head city
agglomeration,agglomeration
agglomerationArea,agglomeration area
agglomerationDemographics,agglomeration demographics
apskritis,apskritis
areaRural,area rural
areaTotalRanking,total area ranking
areaUrban,area urban
arrondissement,arrondissement
barangays,barangays
borough,borough
capital,capital
catholicPercentage,catholic percentage
ccaState,cca state
censusYear,census year
ceremonialCounty,Ceremonial County
circle,region
citySince,city since
cityType,city type
colonialName,colonial name
commissionerDate,commissioner date
communityIsoCode,iso code of a community
councilArea,Council area
countySeat,county seat
delegateMayor,delegate mayor
delegation,delegation
deme,deme
demographics,demographics
demographicsAsOf,demographics as of
department,department
departmentPosition,geolocDepartment
disappearanceDate,date disappearance of a populated place
ekatteCode,EKATTE code
emblem,emblem
ethnicGroup,ethnic group
fipsCode,fips code
firstMention,first mention
foundation,foundation
gdpPerCapita,gross domestic product (GDP) per capita
giniCoefficient,gini coefficient
giniCoefficientAsOf,gini coefficient as of
giniCoefficientCategory,gini coefficient category
giniCoefficientRanking,gini coefficient ranking
gnisCode,gnis code
gnl,gnl
governorate,governorate
grossDomesticProduct,gross domestic product (GDP)
grossDomesticProductAsOf,gross domestic product as of
grossDomesticProductNominalPerCapita,gross domestic product nominal per capita
grossDomesticProductPurchasingPowerParityPerCapita,gross domestic product purchasing power parity per capita
historicalRegion,historical region
hraState,hra state
humanDevelopmentIndex,Human Development Index (HDI)
humanDevelopmentIndexAsOf,human development index as of
humanDevelopmentIndexRankingCategory,human development index (HDI) category
illiteracy,illiteracy
income,income
infantMortality,infant mortality
internationalPhonePrefix,international phone prefix
internationalPhonePrefixLabel,international phone prefix label
ist,ist
istat,code istat
largestCity,largest city
largestSettlement,largest settlement
latestElection,date of latest election
leaderName,leader name
leaderParty,leader party
leaderTitle,leader title
legislature,legislature
licenceNumber,licence number
licenceNumberLabel,licence number label
lieutenancy,lieutenancy
lieutenancyArea,Lieutenancy area
lifeExpectancy,life expectancy
localPhonePrefix,local phone prefix
localizationThumbnail,thumbnail localization
localizationThumbnailCaption,legend thumbnail localization
metropolitanBorough,metropolitan borough
nation,nation
neighboringMunicipality,neighboring municipality
nisCode,NIS code
numberOfCantons,Number Of Cantons
numberOfCapitalDeputies,Number Of Capital Deputies
numberOfCounties,number of counties
numberOfFederalDeputies,Number Of Federal Deputies
numberOfMunicipalities,Number Of Municipalities
numberOfStateDeputies,Number Of State Deputies
officialLanguage,official language
okatoCode,okato code
oldDistrict,old district
oldName,old name
oldProvince,old province
otherName,other name
outskirts,outskirts
parish,parish
peopleName,peopleName
perCapitaIncome,per capita income
perCapitaIncomeAsOf,per capita income as of
perCapitaIncomeRank,per capital income rank
percentageLiteracyMen,"percentage of a place's male population that is literate, degree of analphabetism"
percentageLiteracyWomen,"percentage of a place's female population that is literate, degree of analphabetism"
percentageLiterate,"percentage of a place's population that is literate, degree of analphabetism"
phonePrefix,phone prefix
pluviometry,pluviometry
policeName,police name
